basin;code;name;latitude;longitude;elevation;comid;river;location1;location2;alert
MIRA;H0011;MIRA EN LITA;0.875417;-78.450417;475;9021183;Mira;Carchi;Mira;R0
MIRA;H0013;BLANCO AJ MIRA;0.762482;-78.255874;890;9021184;Blanco;Imbabura;Ibarra;R0
MIRA;H0015;CHOTA EN PTE.CARRETERA;0.476689;-78.075339;1569;9022030;Chota;Carchi;Mira;R0
MIRA;H0016;APAQUI AJ CHOTA;0.439196;-77.940804;1715;9022137;Rumichaca;Carchi;Bolivar;R0
MIRA;H0017;APAQUI D GRUTA LA PAZ #3;0.497577;-77.849086;2323;9022137;Rumichaca;Carchi;Montufar;R0
MIRA;H0018;YAIL AJ APAQUI;0.492083;-77.855417;2500;9022137;Rumichaca;Carchi;Montufar;R0
MIRA;H0022;SAN GABRIEL EN PTE.CARRETERA;0.57557;-77.826378;2850;9021926;San Gabriel;Carchi;Montufar;R0
MIRA;H0023;AMBI DJ CARIYACU;0.372917;-78.214583;2015;9022305;Ambi;Imbabura;San Miguel De Urcuqui;R0
MIRA;H0024;BLANCO EN PTE.CARRETERA;0.250832;-78.300832;2573;9022698;Blanco;Imbabura;Otavalo;R0
MIRA;H0026;ITAMBI EN L.S.PABLO;0.201636;-78.209575;2648;9022897;Jatunyacu;Imbabura;Otavalo;R0
MIRA;H0045;APAQUI DJ MINAS;0.5368;-77.7832;2650;9021927;Rumichaca;Carchi;Montufar;R0
MIRA;H0064;EL ANGEL EN PTE.AYORA;0.626861;-77.950417;2850;9022031;El Angel;Carchi;Espejo;R0
CARCHI;H0091;GRANDE AJ JATIVA;0.804167;-77.846111;3120;9021064;Grande;Carchi;Tulcan;R0
CARCHI;H0093;BOBO EN PLTA.ELEC.TULCAN;0.81375;-77.749013;2880;9021237;Bobo;Carchi;Tulcan;R0
ESMERALDAS;H0136;ALAMBI EN CHURUPAMBA;0.150418;-78.680417;920;9023111;Alambi;Pichincha;Distrito Metropolitano De Quito;R0
ESMERALDAS;H0138;BLANCO D.J. TOACHI(PTE.UNICOOP);-0.087924;-79.280403;284;9023841;Blanco;Santo Domingo;Santo Domingo;R0
ESMERALDAS;H0139;BLANCO EN LOS BANCOS;0.007088;-78.904788;795;9023794;Blanco;Pichincha;San Miguel De Los Bancos;R0
ESMERALDAS;H0141;CANAL TABACUNDO;0.149722;-78.023333;0;9023321;Tabacundo;Pichincha;Cayambe;R0
ESMERALDAS;H0143;GRANOBLES AJ GUACHALA;0.014166;-78.172917;2750;9023477;Granobles;Pichincha;Pedro Moncayo;R0
ESMERALDAS;H0144;GUACHALA AJ GRANOBLES;0.009601;-78.158284;2740;9023553;Guachala;Pichincha;Cayambe;R0
ESMERALDAS;H0145;GUAYLLABAMBA DJ CUBI;0.092975;-78.429573;1540;9023398;Guayllabamba;Pichincha;Distrito Metropolitano De Quito;R0
ESMERALDAS;H0146;GUAYLLABAMBA DJ ALAMBI;0.235415;-78.743751;625;9022789;Guayllabamba;Imbabura;Cotacachi;R0
ESMERALDAS;H0147;GUAYLLABAMBA DJ PACHIJAL;0.220417;-78.999583;410;9022868;Guayllabamba;Imbabura;Cotacachi;R0
ESMERALDAS;H0148;GUAYLLABAMBA DJ PISQUE;0.013261;-78.40625;1690;9023624;Guayllabamba;Pichincha;Distrito Metropolitano De Quito;R0
ESMERALDAS;H0149;GUAYLLABAMBA EN PTE.CHACAPATA;0.180417;-78.640417;860;9023154;Guayllabamba;Pichincha;Distrito Metropolitano De Quito;R0
ESMERALDAS;H0150;INTAG DJ PAMPLONA;0.220005;-78.621661;1000;9022801;Intag;Imbabura;Otavalo;R0
ESMERALDAS;H0153;LELIA DJ CRISTAL;-0.37264;-79.031693;860;9024554;Lelia;Santo Domingo;Santo Domingo;R0
ESMERALDAS;H0155;PILATON DJ SACALZON(EN LA TOMA);-0.362917;-78.835417;1130;9024662;Pilaton;Pichincha;Mejia;R0
ESMERALDAS;H0156;PILATON AJ TOACHI;-0.312917;-78.932917;890;9024599;Pilaton;Pichincha;Mejia;R0
ESMERALDAS;H0158;PITA AJ SALTO;-0.571085;-78.42625;3550;9025440;Pita;Pichincha;Mejia;R0
ESMERALDAS;H0159;SAN PEDRO EN MACHACHI;-0.460417;-78.549583;2680;9025406;San Pedro;Pichincha;Mejia;R0
ESMERALDAS;H0160;SARAPULLO AJ TOACHI;-0.393892;-78.895275;1020;9025212;Sarapullo;Pichincha;Mejia;R0
ESMERALDAS;H0161;TOACHI AJ PILATON;-0.318166;-78.95375;820;9024683;Toachi;Santo Domingo De Los Tsachilas;Santo Domingo;R0
ESMERALDAS;H0163;TOACHI DJ SARAPULLO;-0.364041;-78.910708;950;9024683;Toachi;Pichincha;Mejia;R0
ESMERALDAS;H0166;TOACHI EN LAS PAMPAS;-0.440417;-78.95125;1110;9024920;Toachi;Cotopaxi;Sigchos;R0
ESMERALDAS;H0167;TOACHI EN S.D.DE LOS COLORADOS;-0.240417;-79.13875;420;9024473;Toachi;Santo Domingo De Los Tsachilas;Santo Domingo;R0
ESMERALDAS;H0168;ESMERALDAS DJ SADE;0.531547;-79.423214;51;9022024;Esmeraldas;Esmeraldas;Quininde;R0
ESMERALDAS;H0170;GUAYLLABAMBA AJ BLANCO;0.44236;-79.40014;90;9022479;Guayllabamba;Esmeraldas;Quininde;R0
ESMERALDAS;H0172;TEAONE DJ TABIAZO;0.843128;-79.703128;16;9021015;Tiaone;Esmeraldas;Esmeraldas;R0
ESMERALDAS;H0173;TEAONE AJ ESMERALDAS;0.85875;-79.705417;9;9021015;Tiaone;Esmeraldas;Esmeraldas;R0
ESMERALDAS;H0177;QUININDE EN QUININDE;0.329177;-79.477083;110;9022535;Quininde;Esmeraldas;Quininde;R0
ESMERALDAS;H0188;PILATON D.J. CHITOA (EN LA ESPERIE);-0.34875;-78.854583;900;9024599;Pilaton;Santo Domingo De Los Tsachilas;Santo Domingo;R0
JAMA;H0206;JAMA EN JAMA;-0.214583299;-80.25873981;6;9024186;Jama;Manabi;Jama;R0
ESMERALDAS;H0216;BUA AJ QUININDE;-0.022083;-79.603742;0;9023956;Bua;Esmeraldas;Quininde;R0
CHONE;H0229;CARRIZAL EN CALCETA;-0.845298;-80.161369;47;9026308;Carrizal;Manabi;Bolivar;R0
CHONE;H0230;GARRAPATA AJ CHONE;-0.664134;-80.04375;50;9025601;Garrapata;Manabi;Chone;R0
CHONE;H0232;MOSQUITO AJ GRANDE;-0.667917;-80.025417;55;9025573;Mosquito;Manabi;Chone;R0
CHONE;H0233;JUNIN DJ EST.PALMAR;-0.904583;-80.182083;20;9026436;Mosca;Manabi;Junin;R0
CHONE;H0235;CHONE EN CHONE;-0.694701;-80.094466;24;9025666;Chone;Manabi;Pedernales;R0
PORTOVIEJO;H0266;PORTOVIEJO EN H.VASQUEZ (GUARUMO);-1.111272;-80.225403;100;9027387;Portoviejo;Manabi;Santa Ana;R0
PORTOVIEJO;H0267;PORTOVIEJO EN STA.ANA;-1.20906;-80.365107;62;9027406;Portoviejo;Manabi;Santa Ana;R0
PORTOVIEJO;H0272;CHICO AJ PORTOVIEJO;-0.97375;-80.422917;35;9026872;Chico;Manabi;Portoviejo;R0
PORTOVIEJO;H0273;LODANA EN PTE.CARRETERA;-1.180417;-80.387083;70;9027415;Lodana;Manabi;Santa Ana;R0
GUAYAS;H0326;BABA DJ TOACHI-DCP;-0.669583;-79.386243;125;9026380;Baba;Los Rios;Valencia;R0
GUAYAS;H0327;CAJONES EN KM.18 1/2;-0.245556;-79.325278;600;9024868;Cajones;Santo Domingo De Los Tsachilas;Santo Domingo;R0
GUAYAS;H0329;PILALO EN LA ESPERANZA;-0.887917;-79.06875;920;9026419;Pilalo;Cotopaxi;Sigchos;R0
GUAYAS;H0330;CHANCHAN EN KM.90+180;-2.22125;-79.134583;326;9031392;Chanchan;Chimborazo;Cumanda;R0
GUAYAS;H0331;CHIMBO EN SAN LORENZO;-1.666635;-79.005417;2419;9029083;Chimbo;Bolivar;Chimbo;R0
GUAYAS;H0332;CANAL CHIMBO EN SAN LORENZO;-1.667083;-79.005417;2419;9029083;Chimbo;Bolivar;Guaranda;R0
GUAYAS;H0333;SAN LORENZO EN SAN LORENZO;-1.68875;-78.999566;2464;9029110;San Lorenzo;Bolivar;Guaranda;R0
GUAYAS;H0334;DE CHIMA AJ LAS PESQ.(SICOTO AJ);-1.856873;-79.070419;2100;9030145;De la China;Bolivar;San Miguel;R0
GUAYAS;H0335;LAS PESQUERIAS AJ DE CHIMA;-1.869948;-79.076615;2070;9030145;De la China;Bolivar;San Miguel;R0
GUAYAS;H0337;PANGOR AJ CHIMBO;-1.932814;-79.001975;1480;9030052;Pangor;Chimborazo;Colta;R0
GUAYAS;H0338;CHIMBO DJ PANGOR;-1.938068;-79.008639;1452;9030564;Chimbo;Bolivar;Chillanes;R0
GUAYAS;H0340;CHIMBO EN BUCAY;-2.202919;-79.138071;297;9031012;Chimbo;Chimborazo;Cumanda;R0
GUAYAS;H0343;ECHEANDIA EN ECHEANDIA;-1.42875;-79.28125;425;9028271;Soloma;Bolivar;Echeandia;R0
GUAYAS;H0344;UMBE EN QUINSALOMA;-1.209583;-79.309583;0;9027713;Umbe;Bolivar;Las Naves;R0
